OBJECTID,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,Lightcode,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTNO,ROADCOND,roadcode,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,Shape,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
125286,50481,50481,Block,Cycles,263.5,,,0,,07/05/2006 12:00:00 AM +0000,7/5/2006,1,,Driveway Junction,Daylight,3,LAKESIDE AVE BETWEEN E YESLER WAY AND LAKE WASHINGTON BLVD,0,1,Y,2,2614951,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6186001,11252,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.602350311000066, -122.28497101999994 ",0,0,N,06-275806
125359,50583,50583,Intersection,Cycles,0,,,0,,01/23/2006 12:00:00 AM +0000,1/23/2006 0:47,1,29702,At Intersection (intersection related),Dark - Street Lights On,1,2ND AVE AND BELL ST,0,1,,2,2108687,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6023007,2764,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.61403982300004, -122.34565345699997 ",0,0,N,06-030844
125382,50455,50455,Block,Cycles,152.5,,,0,,02/18/2006 12:00:00 AM +0000,2/18/2006 15:01,1,,Mid-Block (not related to intersection),Daylight,3,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,0,1,,2,2187704,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6049010,7224,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.602627373000075, -122.32820809199995 ",0,0,N,06 070143
125401,50042,50042,Intersection,Cycles,0,,,0,,11/01/2006 12:00:00 AM +0000,11/1/2006,1,33137,At Intersection (intersection related),Dark - Street Lights On,1,STANLEY AVE S AND S ALBRO PL,0,1,,3,2404788,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6305004,12893,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.54699110900003, -122.31491442199996 ",0,0,N,06 464555
125416,49903,49903,Block,Cycles,322.5,,,0,,01/05/2006 12:00:00 AM +0000,1/5/2006,1,,Driveway Junction,Dark - Street Lights On,1,E HOWE ST BETWEEN 22ND AVE E AND E BLAINE ST,0,1,Y,2,1198639,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6005045,14163,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.637346627000056, -122.30343303199999 ",0,0,N,06 006521
125435,49786,49786,Block,Cycles,96.5,,,0,,06/27/2006 12:00:00 AM +0000,6/27/2006 8:00,0,,Driveway Junction,Daylight,3,E DENNY WAY BETWEEN BROADWAY AND NAGLE PL,0,1,Y,2,2614752,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6178001,13952,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.618742421000036, -122.32046540399995 ",0,0,N,06 265621
125436,49907,49907,Block,Cycles,332.5,,,0,,02/10/2006 12:00:00 AM +0000,2/10/2006 11:30,1,,Mid-Block (not related to intersection),Daylight,3,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,1,1,Y,2,2829402,Unknown,5,64,PEDALCYCLIST STRUCK PEDESTRIAN,6041055,13222,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,0,Unknown," 47.662179209000044, -122.31311572699997 ",0,0,N,07 185234
125438,49906,49906,Block,Cycles,211.5,,,0,Y,02/11/2006 12:00:00 AM +0000,2/11/2006 16:53,1,,Mid-Block (not related to intersection),Daylight,3,16TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,0,1,,2,2070601,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,6042010,2233,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.619095335000054, -122.31142043699998 ",0,0,N,06-060036
125446,50162,50162,Block,Cycles,335,,,0,,10/26/2006 12:00:00 AM +0000,10/26/2006 16:46,1,,Mid-Block (not related to intersection),Daylight,3,16TH AVE SW BETWEEN SW TRENTON ST AND SW HENDERSON ST,0,1,,2,2625702,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6299003,2347,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.52378946500005, -122.35509357499996 ",0,0,N,06-455584
125616,50121,50121,Block,Cycles,200.5,,,0,,08/08/2006 12:00:00 AM +0000,8/8/2006,1,,Mid-Block (not related to intersection),Daylight,3,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,0,1,,2,2607302,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6220003,11049,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60201533500003, -122.33321300699998 ",0,0,N,06-332258
125624,50112,50112,Block,Cycles,161,,,0,,09/18/2006 12:00:00 AM +0000,9/18/2006 12:15,1,,Driveway Junction,Daylight,3,E COLUMBIA ST BETWEEN 25TH AVE AND 26TH AVE,0,1,,1,C683103,Wet,2,69,PEDALCYCLIST OVERTURNED IN ROAD,6261055,13923,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Clear or Partly Cloudy," 47.60901293400008, -122.29950999999994 ",0,0,N,
125703,49979,49979,Block,Cycles,325.5,,,0,Y,03/03/2006 12:00:00 AM +0000,3/3/2006,0,,Mid-Block (not related to intersection),Daylight,3,FAUNTLEROY WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,0,1,,2,2072334,Dry,1,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",6062008,10391,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.552929720000066, -122.38162009899997 ",0,0,N,06 89055
125731,50096,50096,Block,Cycles,431.5,,,0,,10/22/2006 12:00:00 AM +0000,10/22/2006 22:23,0,,Mid-Block (but intersection related),Dark - Street Lights On,1,ELLIOTT AVE BETWEEN BROAD ST AND BAY ST,0,1,,3,2608933,Dry,1,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",6295012,10209,0,1,Property Damage Only Collision,Y,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.61642002000008, -122.35546252499995 ",0,0,N,06-449876
125794,49826,49826,Intersection,Cycles,0,,,0,,11/07/2006 12:00:00 AM +0000,11/7/2006,1,29877,At Intersection (intersection related),Dusk,4,MELROSE AVE AND PIKE ST,0,1,,2,2623501,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6311010,11744,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.61393023000005, -122.32780457599995 ",0,0,N,06-474612
125805,49954,49954,Intersection,Cycles,0,,,0,,10/03/2006 12:00:00 AM +0000,10/3/2006,3,30726,At Intersection (intersection related),Daylight,3,16TH AVE AND E YESLER WAY,0,1,Y,3,2622263,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6276004,2219,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60168276300004, -122.31156906299998 ",0,0,N,06-418534
125811,49953,49953,Intersection,Cycles,0,,,0,,10/03/2006 12:00:00 AM +0000,10/3/2006,1,25248,At Intersection (intersection related),Daylight,3,6TH AVE NW AND NW 65TH E ST,0,1,Y,3,2603648,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6276009,7945,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.67599158300004, -122.36352752599998 ",0,0,N,06-419164
125855,49938,49938,Block,Cycles,152.5,,,0,Y,07/24/2006 12:00:00 AM +0000,7/24/2006 7:45,1,,Mid-Block (but intersection related),Daylight,3,5TH AVE BETWEEN TERRACE ST AND JEFFERSON ST,0,1,,2,2608351,Dry,1,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,6205035,7224,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.602627373000075, -122.32820809199995 ",0,0,N,06-306760
125967,49656,49656,Block,Cycles,112,,,0,,07/20/2006 12:00:00 AM +0000,7/20/2006 9:02,0,,Mid-Block (not related to intersection),Daylight,3,15TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,0,1,,2,C671602,Dry,1,56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,6201041,2031,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.656511257000034, -122.31211827499999 ",0,0,N,
126035,49362,49362,Intersection,Cycles,0,,,0,,01/23/2006 12:00:00 AM +0000,1/23/2006 7:35,1,25225,At Intersection (intersection related),Dawn,2,NW 54TH ST AND NW MARKET ST,0,1,,2,C662960,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6023039,18440,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.66864793900004, -122.39450901099997 ",0,0,N,
126042,49373,49373,Intersection,Cycles,0,,,0,Y,05/30/2006 12:00:00 AM +0000,5/30/2006 19:39,1,30097,At Intersection (intersection related),Daylight,3,M L KING JR WAY AND E ALDER ST,0,1,Y,3,2071143,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6150004,11483,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60424209800004, -122.29679819299997 ",0,0,N,06 217820
126045,49239,49239,Intersection,Cycles,0,,,0,,07/08/2006 12:00:00 AM +0000,7/8/2006,1,27062,At Intersection (intersection related),Daylight,3,UNIVERSITY WAY NE AND NE 45TH ST,0,1,Y,2,2614358,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6189006,13222,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.661269366000056, -122.31312965799998 ",0,0,N,06-281265
126106,49218,49218,Block,Cycles,899.5,,,0,,05/14/2006 12:00:00 AM +0000,5/14/2006 11:15,1,,Mid-Block (not related to intersection),Daylight,3,ALASKAN WAY S BETWEEN ALASKAN E RDWY WAY S AND S ROYAL BROUGHAM WAY,0,1,,4,2071764,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6134002,8740,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.594805361000056, -122.33591469299995 ",0,0,N,06-193166
126141,49480,49480,Block,Cycles,345,,,0,,08/25/2006 12:00:00 AM +0000,8/25/2006 18:19,1,,Mid-Block (not related to intersection),Daylight,3,15TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,0,1,Y,2,2614229,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6237010,2112,0,2,Injury Collision,,45,Bicycle,Matched,1,1,Clear or Partly Cloudy," 47.67682047200003, -122.37676111699994 ",0,0,N,06-358602
126155,49612,49612,Intersection,Cycles,0,,,0,,05/26/2006 12:00:00 AM +0000,5/26/2006 14:35,1,28767,At Intersection (intersection related),Daylight,3,DEXTER AVE N AND MERCER ST,0,1,,2,C669072,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6146044,10076,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.624549727000044, -122.34234960099997 ",0,0,N,
126217,49460,49460,Intersection,Cycles,0,,,0,Y,06/28/2006 12:00:00 AM +0000,6/28/2006 15:17,1,31203,At Intersection (intersection related),Daylight,3,ALASKAN WAY S AND S MASSACHUSETTS ST,0,1,Y,2,1783505,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6179004,8743,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.58831040300004, -122.33844063699996 ",0,0,N,06-263632
126269,49579,49579,Block,Cycles,121,,,0,,09/01/2006 12:00:00 AM +0000,9/1/2006,1,,Mid-Block (not related to intersection),Daylight,3,NW MARKET ST BETWEEN 20TH AVE NW AND RUSSELL AVE NW,0,1,,2,2603682,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6244004,19232,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66867628600005, -122.38261883099995 ",0,0,N,06-369684
126346,49555,49555,Intersection,Cycles,0, ,,0,,11/17/2006 12:00:00 AM +0000,11/17/2006 14:55,0,30102,At Intersection (intersection related),Daylight,3,23RD AVE AND E ALDER ST,1,0,Y,2,2623586,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6321003,3355,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60432696100003, -122.30242717099998 ",0,0,N,06-489688
126448,48988,48988,Block,Cycles,242,,,0,,03/22/2006 12:00:00 AM +0000,3/22/2006 17:35,0,,Driveway Junction,Daylight,3,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,0,1,Y,2,2071829,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6081004,10075,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Raining," 47.62388537100003, -122.34235544599994 ",0,0,N,06 116595
126482,49120,49120,Intersection,Cycles,0,,,0,,10/11/2006 12:00:00 AM +0000,10/11/2006 16:28,1,26454,At Intersection (intersection related),Dusk,4,GILMAN AVE W AND W EMERSON ST,0,1,Y,2,2410894,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6284003,10636,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65397898100008, -122.38461607899995 ",0,0,N,06-432092
126558,48971,48971,Block,Cycles,350.5,,,0,,07/26/2006 12:00:00 AM +0000,7/26/2006 23:17,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,15TH AVE S BETWEEN S DAKOTA ST AND S NEVADA ST,0,1,,2,2612502,Dry,1,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",6207044,2156,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.56628349600004, -122.31347635899999 ",0,0,N,06-311251
126585,49097,49097,Intersection,Cycles,0,,,0,,04/17/2006 12:00:00 AM +0000,4/17/2006 13:00,1,28428,At Intersection (intersection related),Daylight,3,24TH AVE E AND E LYNN ST,0,1,,2,C668342,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6107024,3553,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.639530078000064, -122.30208058099998 ",0,0,N,
126605,48709,48709,Intersection,Cycles,0,,,0,,05/10/2006 12:00:00 AM +0000,5/10/2006 11:29,1,25471,At Intersection (but not related to intersection),Daylight,3,EAST GREEN LAKE WAY N AND N 64TH ST,0,1,,4,2400626,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6130002,14077,0,2,Injury Collision,,45,Bicycle,Matched,0,2,Clear or Partly Cloudy," 47.67526482800008, -122.333532908 ",0,0,N,06-187130
126611,49092,49092,Block,Cycles,229,,,0,,09/24/2006 12:00:00 AM +0000,9/24/2006 15:34,0,,Mid-Block (not related to intersection),Daylight,3,42ND AVE S BETWEEN S TRENTON ST AND S HENDERSON ST,0,1,,2,2610804,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6267003,6574,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.52365596000004, -122.28069540899997 ",0,0,N,06-404574
126613,49091,49091,Block,Cycles,283,,,0,,10/29/2006 12:00:00 AM +0000,10/29/2006 12:21,1,,Mid-Block (but intersection related),Daylight,3,12TH AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,0,1,,2,2615592,Wet,2,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6302008,1659,1,2b,Serious Injury Collision,Y,45,Bicycle,Matched,0,1,Overcast," 47.58921365600003, -122.31727813999998 ",0,0,N,06-460499
126797,49171,49171,Block,Cycles,331.5,,,0,,03/22/2006 12:00:00 AM +0000,3/22/2006 18:16,1,,Driveway Junction,Daylight,3,NE 55TH ST BETWEEN 40TH AVE NE AND 43RD AVE NE,0,1,Y,3,2184723,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6081002,17056,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.668508347000056, -122.28347867499997 ",0,0,N,06 116636
126805,49160,49160,Block,Cycles,153,,,0,,10/26/2006 12:00:00 AM +0000,10/26/2006 19:17,1,,Mid-Block (not related to intersection),Dark - Street Lights On,1,1ST AVE BETWEEN MARION ST AND MADISON ST,0,1,,2,2622846,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6299004,1003,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.60433748200006, -122.33591138599996 ",0,0,N,06-455798
126852,48895,48895,Block,Cycles,218,,,0,,09/11/2006 12:00:00 AM +0000,9/11/2006 16:50,1,,Driveway Junction,Daylight,3,EASTLAKE AVE E BETWEEN HARVARD AVE E AND FUHRMAN AVE E,0,1,Y,2,2622378,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6254004,10184,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65104751100006, -122.32168580199999 ",0,0,N,06-384957
126935,48623,48623,Intersection,Cycles,0,,,0,,11/19/2006 12:00:00 AM +0000,11/19/2006 13:04,1,27183,At Intersection (intersection related),Daylight,3,1ST AVE NE AND NE 45TH ST,0,1,Y,2,2610234,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6323002,1067,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.66135978400007, -122.32826075599996 ",0,0,N,06-492725
127130,48302,48302,Intersection,Cycles,0, ,,0,Y,05/05/2005 12:00:00 AM +0000,5/5/2005,1,36001,At Intersection (intersection related),Daylight,3,LAKE CITY WAY NE AND NE 143RD ST,0,1,Y,2,1794936,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5125006,11190,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.73194292800008, -122.29237274599996 ",0,0,N,05-183113
127268,48265,48265,Block,Cycles,153,,,0,,06/08/2005 12:00:00 AM +0000,6/8/2005,1,,Mid-Block (not related to intersection),Daylight,3,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,0,1,,2,C651430,Dry,1,16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",5159044,13499,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.604585704000044, -122.33767380699999 ",0,0,N,
127294,48535,48535,Intersection,Cycles,0,,,0,,07/26/2006 12:00:00 AM +0000,7/26/2006 7:30,1,28045,At Intersection (intersection related),Daylight,3,4TH AVE N AND FREMONT BR,0,1,,2,C672351,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6207056,10562,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Unknown," 47.64687975500004, -122.34975371399997 ",0,0,N,
127305,48683,48683,Block,Cycles,130.5,,,0,,09/25/2006 12:00:00 AM +0000,9/25/2006 16:39,1,,Mid-Block (but intersection related),Daylight,3,NW 39TH ST BETWEEN 2ND AVE NW AND LEARY WAY NW,0,1,,2,2624936,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6268003,18286,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.65414645800007, -122.35953190699996 ",0,0,N,06-406036
127341,48656,48656,Intersection,Cycles,0,,,0,Y,03/16/2006 12:00:00 AM +0000,3/16/2006 17:49,1,25464,At Intersection (intersection related),Daylight,3,LEARY WAY NW AND NW 46TH ST,0,1,,2,2022300,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6075008,11347,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.66219540600008, -122.36786512799995 ",0,0,N,06-108047
127399,48633,48633,Intersection,Cycles,0,,,0,,03/23/2006 12:00:00 AM +0000,3/23/2006 13:46,1,37308,At Intersection (intersection related),Daylight,3,ASHWORTH AVE N AND N 97TH ST,0,1,,2,2178987,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6082024,8876,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast," 47.69960417900006, -122.33972520299994 ",0,0,N,06 117810
127430,48083,48083,Intersection,Cycles,0,,,0,,08/10/2005 12:00:00 AM +0000,8/10/2005 23:40,1,29196,At Intersection (intersection related),Dark - Street Lights On,1,24TH AVE E AND E LEE ST,0,1,Y,3,2019937,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5222013,3545,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.63127418500005, -122.30163002999996 ",0,0,N,05-340382
127470,48079,48079,Intersection,Cycles,0,,,0,,11/16/2005 12:00:00 AM +0000,11/16/2005 14:30,1,27196,At Intersection (intersection related),Daylight,3,THACKERAY PL NE AND NE 44TH ST,0,1,Y,3,2185053,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5320013,13127,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.66021769200006, -122.32619546999996 ",0,0,N,05 491099
127500,47689,47689,Block,Cycles,161,,,0,,04/19/2005 12:00:00 AM +0000,4/19/2005 16:40,1,,Mid-Block (not related to intersection),Daylight,3,PINE ST BETWEEN 9TH AVE AND TERRY AVE,0,1,,1,1316888,Dry,1,69,PEDALCYCLIST OVERTURNED IN ROAD,5109004,12222,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Clear or Partly Cloudy," 47.61375947400006, -122.331488579 ",0,0,N,05-159207
127502,47680,47680,Intersection,Cycles,0,,,0,,11/21/2005 12:00:00 AM +0000,11/21/2005 11:02,1,28378,At Intersection (intersection related),Daylight,3,26TH AVE E AND BOYER AVE E,0,1,,2,2128081,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,5325021,3855,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.63392922500003, -122.29951751599998 ",0,0,N,5498204
127514,47807,47807,Block,Cycles,336.5,,,0,Y,05/28/2005 12:00:00 AM +0000,5/28/2005 16:00,1,,Driveway Junction,Daylight,3,15TH AVE NW BETWEEN NW 80TH ST AND NW 83RD ST,0,1,,2,2020463,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5148001,2118,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.68779987800008, -122.37679617699996 ",0,0,N,5219563
127583,47795,47795,Intersection,Cycles,0,,,0,,01/26/2005 12:00:00 AM +0000,1/26/2005 11:39,1,31247,At Intersection (intersection related),Daylight,3,15TH AVE S AND S HOLGATE ST,0,1,,2,1771460,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5026005,2137,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.58636267900005, -122.31336274799997 ",0,0,N,5036708
127655,47901,47901,Intersection,Cycles,0,,,0,Y,11/16/2005 12:00:00 AM +0000,11/16/2005 17:47,1,28190,At Intersection (intersection related),Dark - Street Lights On,1,HAMLIN ST ON RP AND HARVARD AVE E,0,1,,2,2128062,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5320007,10859,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.64561992100005, -122.32210550899998 ",0,0,N,05 491131
127660,47770,47770,Intersection,Cycles,0, ,,0,Y,09/30/2005 12:00:00 AM +0000,9/30/2005 17:00,0,27061,At Intersection (intersection related),Dusk,4,15TH AVE NE AND NE 45TH ST,0,0,,2,2061311,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5273025,2035,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,2,Clear or Partly Cloudy," 47.661261953000064, -122.31199330999999 ",0,0,N,50419826
127678,48026,48026,Block,Cycles,159.5,,,0,,09/08/2005 12:00:00 AM +0000,9/8/2005,1,,Driveway Junction,Daylight,3,E ROY ST BETWEEN 19TH AVE E AND 20TH AVE E,0,1,Y,3,1376643,Dry,1,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5251005,14760,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.625230086000045, -122.30667414999999 ",0,0,N,05-385152
127824,47869,47869,Block,Cycles,161,,,0,,11/05/2005 12:00:00 AM +0000,11/5/2005,1,,Mid-Block (not related to intersection),Daylight,3,E DENNY WAY BETWEEN 13TH AVE AND 14TH AVE,0,1,,2,1180675,Wet,2,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",5309013,13957,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining," 47.61878279100006, -122.314953576 ",0,0,N,05-474280
127840,47989,47989,Intersection,Cycles,0,,,0,,10/08/2005 12:00:00 AM +0000,10/8/2005,1,29141,At Intersection (intersection related),Dark - Street Lights On,1,BELMONT AVE E AND E HARRISON ST,0,1,,2,2019643,Wet,2,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",5281003,9239,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy," 47.62198950700008, -122.32402407999996 ",0,0,N,05-432732
127846,47986,47986,Intersection,Cycles,0,,,0,,07/11/2005 12:00:00 AM +0000,7/11/2005 8:15,0,29877,At Intersection (intersection related),Daylight,3,MELROSE AVE AND PIKE ST,0,1,,2,2020644,Dry,1,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,5192028,11744,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Overcast," 47.61393023000005, -122.32780457599995 ",0,0,N,05-290678
